course,unique,days,hour,room,instruction_mode,instructor,status,level
A I w380H AI IN HEALTHCARE-WB  (Whole term),84512,,,,Internet,"DING, YING",open,Graduate
A I w380H AI IN HEALTHCARE-WB  (Whole term),84513,,,,Internet,"DING, YING",open,Graduate
A I w391L MACHINE LEARNING-WB  (Whole term),84514,,,,Internet,"KLIVANS, ADAM R LIU, QIANG",open,Graduate
A I w391L MACHINE LEARNING-WB  (Whole term),84515,,,,Internet,"KLIVANS, ADAM R LIU, QIANG",open,Graduate
A I w394D DEEP LEARNING-WB  (Whole term),84520,,,,Internet,"KRAEHENBUEHL, PHILIPP",open,Graduate
A I w394D DEEP LEARNING-WB  (Whole term),84524,,,,Internet,"KRAEHENBUEHL, PHILIPP",open,Graduate
A I w394R REINFRCMNT LEARN: THRY/PRAC-WB  (Whole term),84525,,,,Internet,"STONE, PETER H",open,Graduate
A I w394R REINFRCMNT LEARN: THRY/PRAC-WB  (Whole term),84529,,,,Internet,"STONE, PETER H",open,Graduate
A I w395T A I IN HEALTHCARE-WB  (Whole term),84530,,,,Internet,"DING, YING",cancelled,Graduate
A I w395T ADV IN DEEP GEN MODELS-WB  (Whole term),84533,,,,Internet,"LIU, QIANG",open,Graduate
A I w395T ADV IN DEEP GEN MODELS-WB  (Whole term),84534,,,,Internet,"LIU, QIANG",open,Graduate
A I w395T ADVANCES IN DEEP LEARNING-WB  (Whole term),84535,,,,Internet,"KRAEHENBUEHL, PHILIPP",open,Graduate
A I w395T ADVANCES IN DEEP LEARNING-WB  (Whole term),84539,,,,Internet,"KRAEHENBUEHL, PHILIPP",open,Graduate
AAS f312 INTRO TO ASIAN AMER HIST-WB  (First term),78260,,,,Internet,"ZHAO, CRYS",waitlisted,Lower
ACC w310F FOUNDATIONS OF ACCOUNTING-WB  (Whole term),70940,,,,Internet,"VERDUZCO, DAVID B",open,Lower
ACC f311 FUNDAMENTALS OF FINANCIAL ACC  (First term),70945,MTWTH,2:00 p.m.-4:00 p.m.,CBA 5.328,Face-to-face,"HAM, HYUNA",open,Lower
ACC f312 FNDMNTLS OF MANAGERIAL ACC-WB  (First term),70950,TWTH,10:00 a.m.-12:30 p.m.,,Internet,"ALLEN, MEGAN E",waitlisted,Lower
ACC s312 FUNDAMENTALS OF MANAGERIAL ACC  (Second term),70985,MTWTH,2:00 p.m.-4:00 p.m.,CBA 5.328,Face-to-face,"FALVEY, LAUREN MARGARET",open,Lower
ACC f380K 7-FINANCIAL STATEMENT ANALYSIS  (First term),70955,TTH,2:00 p.m.-6:00 p.m.,GSB 2.120,Face-to-face,"BADOLATO, PATRICK G",waitlisted,Graduate
ACC f380K 12-COMP AUDIT AND SYS SECURITY  (First term),70960,MW,2:00 p.m.-6:00 p.m.,GSB 2.120,Face-to-face,"TANRIVERDI, HUSEYIN",open; reserved,Graduate
ACC f380K 13-INFO TECH ACC/CONT-MPA  (First term),70965,MTWTH,11:00 a.m.-1:00 p.m.,CBA 5.328,Face-to-face,"SIDDIQUI, SAAD M",cancelled,Graduate
ACC f391C SPECIAL STUDIES IN ACCOUNTING  (First term),70970,,,,Face-to-face,,cancelled,Graduate
ACC w391C SPECIAL STUDIES IN ACCOUNTING  (Whole term),70974,,,,Face-to-face,,open,Graduate
ACC f691C SPECIAL STUDIES IN ACCOUNTING  (First term),70975,,,,Face-to-face,,cancelled,Graduate
ACC w392N MPA INTERNSHIP  (Whole term),70980,,,,Face-to-face,,open; reserved,Graduate
ACC w399W DISSERTATION  (Whole term),70984,,,,Face-to-face,,open,Graduate
ACC s380K 13-INFO TECH ACC/CONT-MPA  (Second term),70989,MTWTH,11:00 a.m.-1:00 p.m.,CBA 5.328,Face-to-face,"SIDDIQUI, SAAD M",waitlisted,Graduate
ACC s381 FINANCIAL ACCOUNTING  (Second term),70990,MTWTH,9:30 a.m.-11:30 a.m.,RRH 3.414,Face-to-face,"FANNIN, DANIEL PAUL CLARK",open; reserved,Graduate
ACC s383K 4-FRAUD EXAMINATION  (Second term),70995,MTW,8:00 a.m.-10:30 a.m.,CBA 5.328,Face-to-face,"BRADSHAW, MARK L",open; reserved,Graduate
ACC s386K DOCTORAL SUMMER RSRCH PAPER  (Second term),71000,,,,Face-to-face,"MCINNIS, JOHN M",closed,Graduate
ACC s399W DISSERTATION  (Second term),71005,,,,Face-to-face,,open,Graduate
ADV f309R INTRO TO ADVR/P R RSCH-WB  (First term),72170,,,,Internet,"EASTIN, MATTHEW S",waitlisted,Lower
ADV f318J INTRO ADV/INTEG BRAND COMM-WB  (First term),72175,,,,Internet,"WILCOX, GARY B",open,Lower
ADV f334 INTERNATIONAL ADVERTISING-WB  (First term),72180,MW,2:00 p.m.-2:30 p.m.,,Internet,"KANO-GALVAN, OCTAVIO",open,Upper
ADV f339L BRAND STORYTELLING-WB  (First term),72184,,,,Internet,"MCCUTCHIN, MATTHEW P",closed,Upper
ADV f344K ADVERTISING RESEARCH-WB  (First term),72185,,,,Internet,"ATKINSON, LUCY",open; reserved,Upper
ADV f345J ADVERTISING MEDIA PLANNING-WB  (First term),72190,,,,Internet,"BRIGHT, LAURA F",open; reserved,Upper
ADV w350 ADVERTISING INTERNSHIP-WB  (Whole term),72195,,,,Internet,"CUNNINGHAM, ISABELLA C",open; reserved,Upper
ADV w650 ADVERTISING INTERNSHIP-WB  (Whole term),72200,,,,Internet,"CUNNINGHAM, ISABELLA C",open; reserved,Upper
ADV f353 ADV/PR LAW/ETHICS-WB  (First term),72205,,,,Internet,"POUNDERS, KATHRYNN",cancelled,Upper
ADV f370J INTEGRATED COMMUNICATN MGMT-WB  (First term),72215,,,,Internet,"DEVLIN, NATALIE BROWN",open; reserved,Upper
ADV n373 INTEGRATED COMM CAMPAIGNS  (Nine week term),72220,T,11:00 a.m.-2:00 p.m.,,Face-to-face,"DALTHORP, JAMES A",open; reserved,Upper
ADV f378 BRAND PODCASTING-WB  (First term),72225,,,,Internet,"BELL, TAMARA A",open,Upper
ADV f378 39-POP STAR ACTIVISM-WB  (First term),72229,,,,Internet,"JUNKER, DAVID S",open,Upper
ADV w378 SOCIAL ISSUES-UTNY  (Whole term),72230,W,6:00 p.m.-9:00 p.m.,NY1 1520,Face-to-face,"STROUD, COURT HOLMES, JENINE",open; reserved,Upper
ADV w378 TV AND FILM PUBLICITY-L A  (Whole term),72235,,,,Face-to-face,"PHILLIPS, JOY",open; reserved,Upper
ADV s332C NEW MEDIA ENTREPRNRLSM-WB  (Second term),72290,,,,Internet,"BUNTING, JAMES MARTIN",closed,Upper
ADV s339K DIGITAL GRAPHIC COMM-WB  (Second term),72295,,,,Internet,"SCOTT, TIMOTHY ANDREW",open,Upper
ADV s339L BRAND STORYTELLING-WB  (Second term),72300,,,,Internet,"MCCUTCHIN, MATTHEW P",cancelled,Upper
ADV w388C RSCH PROBS: DOCTRL EXM PREP-WB  (Whole term),72240,,,,Internet,,open; reserved,Graduate
ADV w389 INDEPENDENT STUDY-WB  (Whole term),72245,,,,Internet,,open; reserved,Graduate
ADV w395 ADVERTISING INTERNSHIP-WB  (Whole term),72255,,,,Internet,"CUNNINGHAM, ISABELLA C",open,Graduate
ADV w698A THESIS-WB  (Whole term),72260,,,,Internet,,open; reserved,Graduate
ADV w698B THESIS-WB  (Whole term),72265,,,,Internet,,open; reserved,Graduate
ADV w398R MASTER'S REPORT-WB  (Whole term),72270,,,,Internet,,open,Graduate
ADV w399W DISSERTATION  (Whole term),72275,,,,Hybrid or Blended,,open,Graduate
ADV w699W DISSERTATION-WB  (Whole term),72280,,,,Internet,,open,Graduate
ADV w999W DISSERTATION-WB  (Whole term),72285,,,,Internet,,open,Graduate
ADV s387 CREATIVE STRATEGIES-WB  (Second term),72305,MTWTH,11:00 a.m.-12:45 p.m.,,Internet,"GRIFFIN, GLENN",open; reserved,Graduate
ADV s399W DISSERTATION  (Second term),72310,,,,Hybrid or Blended,,open,Graduate
AET f374 INDEPENDENT STUDY  (First term),76220,,,,Hybrid or Blended,,open,Upper
AET s374 INDEPENDENT STUDY  (Second term),76225,,,,Hybrid or Blended,,open,Upper
AFR f303 INTRO TO BLACK STUDIES-WB  (First term),77715,,,,Internet,"GORDON-GARTH, ISHAN E",open,Lower
AFR f310 EMERGING TECHNOLOGIES-WB  (First term),77719,MW,10:00 a.m.-12:00 p.m.,,Internet,"BRITT, ANDREW",open,Lower
AFR f320C POWER/PLACE MAKING TX HIST-WB  (First term),77720,,,,Internet,"GORDON-GARTH, ISHAN E",cancelled,Upper
AFR f351N BLACK POLITICAL THOUGHT-WB  (First term),77725,,,,Internet,"MARSHALL, STEPHEN H",waitlisted,Upper
AFR f370 EXPLORING UK EDUCATION-GBR  (First term),77730,,,,Face-to-face,"REDDICK, RICHARD J CHILDS, JOSHUA",open,Upper
AFR w373 INDEPENDENT RESEARCH  (Whole term),77733,,,,Face-to-face,,open; reserved,Upper
AFR f370 TEXAS HISTORY'S HISTORY-WB  (First term),77734,,,,Internet,"GORDON-GARTH, ISHAN E",open,Upper
AFR n396 CONF COURSE BLACK STUDIES-WB  (Nine week term),77735,,,,Internet,,open,Graduate
AFR w698A THESIS-WB  (Whole term),77740,,,,Internet,,open,Graduate
AFR w698B THESIS-WB  (Whole term),77745,,,,Internet,,open,Graduate
AFR w398R MASTER'S REPORT-WB  (Whole term),77750,,,,Internet,,open,Graduate
AFR w399W DISSERTATION-WB  (Whole term),77755,,,,Internet,,open,Graduate
AFR w699W DISSERTATION-WB  (Whole term),77760,,,,Internet,,open,Graduate
AFR w999W DISSERTATION-WB  (Whole term),77765,,,,Internet,,open,Graduate
AFR s385C ACADEMIC WRITING FOR GRADS-WB  (Second term),77770,,,,Internet,"DAVIS, AMIRA ROSE",open,Graduate
AHC s330 1-THE DEAD SEA SCROLLS-WB  (Second term),78605,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"BJOERU, OEYVIND",closed,Upper
AMS f310 INTRO TO AMERICAN STUDIES-WB  (First term),77880,,,,Internet,"GUTTERMAN, LAUREN JAE",cancelled,Lower
AMS f315 5-HIST OF RELIGION IN US-WB  (First term),77883,,,,Internet,"KONOW, DRAKE ANDREW II",closed,Lower
AMS f311S HUMAN/ANIMAL RELATNS/FOOD-WB  (First term),77884,,,,Internet,"PARADA, LEVINA",closed,Lower
AMS s310 INTRO TO AMERICAN STUDIES  (Second term),77944,MTWTHF,11:30 a.m.-1:00 p.m.,PAI 3.02,Face-to-face,"WILSON, KRISTEN",open,Lower
AMS s315 5-HIST OF RLIGION IN THE US-WB  (Second term),77945,,,,Internet,"SWANSON, JORDAN",cancelled,Lower
AMS w330 MDRNSM IN AM DESIGN/ARCH-UTNY  (Whole term),77885,TH,6:00 p.m.-9:00 p.m.,NY1 1520,Face-to-face,"MELLINS, THOMAS",open; reserved,Upper
AMS f355 MAIN CURR AMER CUL TO 1865-WB  (First term),77890,,,,Internet,"THOMPSON, SHIRLEY E",open,Upper
AMS f370 41-VIENNA: MEMORY/CITY:HON-AUT  (First term),77895,,,,Face-to-face,"HOELSCHER, STEVEN D",open,Upper
AMS f370 42-BLACK POLITICAL THOUGHT-WB  (First term),77900,,,,Internet,"MARSHALL, STEPHEN H",closed,Upper
AMS s356 MAIN CR AMER CUL SINCE 1865-WB  (Second term),77950,,,,Internet,"BEASLEY, ALEX A",open,Upper
AMS f391 MATERIAL CULTURE IN AUSTIN  (First term),77905,TWTH,9:00 a.m.-11:30 a.m.,SUT 2.114,Face-to-face,"DUDLEY, TARA A",cancelled,Graduate
AMS n392 CONFERENCE COURSE IN AMER STDS  (Nine week term),77910,,,,Face-to-face,,open,Graduate
AMS w698A THESIS  (Whole term),77915,,,,Face-to-face,,open,Graduate
AMS w698B THESIS  (Whole term),77920,,,,Face-to-face,,open,Graduate
AMS w398R MASTER'S REPORT  (Whole term),77925,,,,Face-to-face,,open,Graduate
AMS w399W DISSERTATION  (Whole term),77930,,,,Face-to-face,,open,Graduate
AMS w699W DISSERTATION  (Whole term),77935,,,,Face-to-face,,open,Graduate
AMS w999W DISSERTATION  (Whole term),77940,,,,Face-to-face,,open,Graduate
AMS s391 ARCHITECTURE AND CAPITALISM  (Second term),77955,MWF,2:00 p.m.-4:30 p.m.,WMB 6.126,Face-to-face,"NORWOOD, BRYAN E",open,Graduate
ANS f304C POP CULTURE IN MODERN JAPAN-WB  (First term),78315,,,,Internet,"HURLEY, BRIAN",open,Lower
ANS s302C INTRODUCTION TO CHINA-WB  (Second term),78355,,,,Internet,"LI, HUAIYIN",open,Lower
ANS f361 ENVIRONMTL HIST SOUTH ASIA-WB  (First term),78320,,,,Internet,"SEEFELDT, JONATHAN JUDSON",open,Upper
ANS w698A THESIS  (Whole term),78325,,,,Face-to-face,,open,Graduate
ANS w698B THESIS  (Whole term),78330,,,,Face-to-face,,open,Graduate
ANS w398R MASTER'S REPORT  (Whole term),78335,,,,Face-to-face,,open,Graduate
ANS w399W DISSERTATION  (Whole term),78340,,,,Face-to-face,,open,Graduate
ANS w699W DISSERTATION  (Whole term),78345,,,,Face-to-face,,open,Graduate
ANS w999W DISSERTATION  (Whole term),78350,,,,Face-to-face,,open,Graduate
ANS s380C CONF COURSE IN ASIAN STUDIES  (Second term),78360,,,,Face-to-face,,open,Graduate
ANT f301 BIOLOGICAL ANTHROPOLOGY-WB  (First term),78105,,,,Internet,,open,Lower
ANT f302 CULTURAL ANTHROPOLOGY-WB  (First term),78110,,,,Internet,"STURM, CIRCE",open,Lower
ANT f304 INTRO ARCHAEO STDS: PREHIST-WB  (First term),78115,,,,Internet,"IBARROLA, MARY E",open,Lower
ANT f307 CULTURE AND COMMUNICATION-WB  (First term),78120,,,,Internet,,open,Lower
ANT f310D INTRO TO BLACK STUDIES-WB  (First term),78125,,,,Internet,"GORDON-GARTH, ISHAN E",open,Lower
ANT s301 BIOLOGICAL ANTHROPOLOGY-WB  (Second term),78180,,,,Internet,,open,Lower
ANT s302 CULTURAL ANTHROPOLOGY-WB  (Second term),78185,,,,Internet,,open,Lower
ANT s304 INTRO ARCHAEO STDS: PREHIST-WB  (Second term),78190,,,,Internet,"COJTI REN, IYAXEL IXKAN",open,Lower
ANT f328I EXPRESSV ARTS GLOBAL AFRICA-WB  (First term),78129,,,,Internet,"DAVIDSON DE SA, CELINA AI",open,Upper
ANT w376P RESEARCH INTERNSHIP-WB  (Whole term),78130,,,,Internet,,open; reserved,Upper
ANT w676P RESEARCH INTERNSHIP-WB  (Whole term),78134,,,,Internet,,closed,Upper
ANT w379 PROBLEMS IN ANTHROPOLOGY-WB  (Whole term),78135,,,,Internet,,open; reserved,Upper
ANT s325I SONIC ETHNOGRAPHY-WB  (Second term),78195,MTWTHF,1:00 p.m.-2:30 p.m.,,Internet,"PETERSON, MARINA LOUISE",open,Upper
ANT s376P RESEARCH INTERNSHIP  (Second term),78200,,,,Face-to-face,,open; reserved,Upper
ANT f397 CONF COURSE IN ANTHROPOLOGY-WB  (First term),78140,,,,Internet,,open,Graduate
ANT w397 CONF COURSE IN ANTHROPOLOGY-WB  (Whole term),78145,,,,Internet,,open,Graduate
ANT w698A THESIS-WB  (Whole term),78150,,,,Internet,,open,Graduate
ANT w698B THESIS-WB  (Whole term),78155,,,,Internet,,open,Graduate
ANT w398R MASTER'S REPORT-WB  (Whole term),78160,,,,Internet,,open,Graduate
ANT w399W DISSERTATION-WB  (Whole term),78165,,,,Internet,,open,Graduate
ANT w699W DISSERTATION-WB  (Whole term),78170,,,,Internet,,open,Graduate
ANT w999W DISSERTATION-WB  (Whole term),78175,,,,Internet,,open,Graduate
ANT s397 CONF COURSE IN ANTHROPOLOGY-WB  (Second term),78205,,,,Internet,,open,Graduate
ARC f310K DESIGN I  (First term),70430,MTWTHF,9:00 a.m.-12:00 p.m.,GOL 2.214,Face-to-face,"WIEDEMANN, NICHOLE",open; reserved,Lower
ARC f311K VISUAL COMMUNICATION I  (First term),70435,MTWTHF,1:00 p.m.-4:00 p.m.,WMB 5.112,Face-to-face,"ROSNER, JOYCE",open; reserved,Lower
ARC s310L DESIGN II  (Second term),70500,MTWTHF,9:00 a.m.-12:00 p.m.,GOL 2.214,Face-to-face,"STONE, T ANDREW",open; reserved,Lower
ARC s311L VISUAL COMMUNICATION II  (Second term),70505,MTWTHF,1:00 p.m.-4:00 p.m.,WMB 5.112,Face-to-face,"GLASSELL, MARILYN MICHAEL",open; reserved,Lower
ARC f328R ROBOTS FOR DESIGN  (First term),70440,TTH,12:00 p.m.-4:00 p.m.,WMB 5.114,Face-to-face,"STEPNOSKI, ROBERT F",open; reserved,Upper
ARC f328R 1-BLDG INFO MODELG/REPRESENT  (First term),70445,TWTH,1:00 p.m.-3:30 p.m.,WMB 5.102,Face-to-face,"SMITH, MARLA",open,Upper
ARC f328W WOOD DESIGN  (First term),70449,MTWTHF,9:00 a.m.-12:00 p.m.,WMB 4.118,Face-to-face,"MACEK, MARK",open; reserved,Upper
ARC w342R MDRNSM IN AM DESIGN/ARCH-UTNY  (Whole term),70450,TH,6:00 p.m.-9:00 p.m.,NY1 1520,Face-to-face,"MELLINS, THOMAS",open; reserved,Upper
ARC w561R ADV DESIGN STUDIO  (Whole term),70455,MTWTHF,9:00 a.m.-12:00 p.m.,GOL 3.126,Face-to-face,"ALMY, DEAN J",closed,Upper
ARC s342R ARCHITECTURE AND CAPITALISM  (Second term),70510,MWF,2:00 p.m.-4:30 p.m.,WMB 6.126,Face-to-face,"NORWOOD, BRYAN E",open,Upper
ARC f380C ROBOTS FOR DESIGN  (First term),70460,TTH,12:00 p.m.-4:00 p.m.,WMB 5.114,Face-to-face,"STEPNOSKI, ROBERT F",open; reserved,Graduate
ARC f380C 4-BLDG INFO MODELG/REPRESENT  (First term),70465,TWTH,1:00 p.m.-3:30 p.m.,WMB 5.102,Face-to-face,"SMITH, MARLA",waitlisted,Graduate
ARC w389 RESEARCH IN ARCHITECTURE  (Whole term),70470,,,,Face-to-face,,open,Graduate
ARC f392W WOOD DESIGN  (First term),70474,MTWTHF,9:00 a.m.-12:00 p.m.,WMB 4.118,Face-to-face,"MACEK, MARK",waitlisted,Graduate
ARC w696 ADV DESIGN STUDIO  (Whole term),70475,MTWTHF,9:00 a.m.-12:00 p.m.,GOL 3.126,Face-to-face,"ALMY, DEAN J",open; reserved,Graduate
ARC w397K DOCTORAL RESEARCH IN ARCH  (Whole term),70480,,,,Face-to-face,,open,Graduate
ARC w698A THESIS  (Whole term),70485,,,,Face-to-face,,open,Graduate
ARC w698B THESIS  (Whole term),70490,,,,Face-to-face,,open,Graduate
ARC w399W DISSERTATION  (Whole term),70495,,,,Face-to-face,,open,Graduate
ARC s381D ARCHITECTURAL DRAWING  (Second term),70515,TTH,9:00 a.m.-1:00 p.m.,GOL 3.124,Face-to-face,"BLOOD, JOHN P",open; reserved,Graduate
ARC s386M INTRODUCTORY STUDIO  (Second term),70520,MWF,9:00 a.m.-12:00 p.m.,GOL 3.124,Face-to-face,"KYRIAKOU, KYRIAKOS",open; reserved,Graduate
ARC s388R ARCHITECTURE AND CAPITALISM  (Second term),70525,MWF,2:00 p.m.-4:30 p.m.,WMB 6.126,Face-to-face,"NORWOOD, BRYAN E",waitlisted,Graduate
ARC s399W DISSERTATION  (Second term),70530,,,,Face-to-face,,open,Graduate
ARE s358 COST ESTIMATING IN BLDG CONSTR  (Second term),75000,TWTH,4:00 p.m.-7:00 p.m.,ECJ 1.322,Face-to-face,"KUNTZ, KIRBY A",open; reserved,Upper
ARH f331J ART/EXPERNC CENTRAL ITALY-ITA  (First term),76045,,,,Face-to-face,"JOHNS, ANN C",open; reserved,Upper
ARH w339Q MDRNSM IN AM DESIGN/ARCH-UTNY  (Whole term),76050,TH,6:00 p.m.-9:00 p.m.,NY1 1520,Face-to-face,"MELLINS, THOMAS",open; reserved,Upper
ARH w396C READING TUTORIAL  (Whole term),76055,,,,Face-to-face,,open,Graduate
ARH w698A THESIS  (Whole term),76060,,,,Face-to-face,,open,Graduate
ARH w698B THESIS  (Whole term),76065,,,,Face-to-face,,open,Graduate
ARH w399W DISSERTATION  (Whole term),76070,,,,Face-to-face,,open,Graduate
ARH w699W DISSERTATION  (Whole term),76075,,,,Face-to-face,,open,Graduate
ARH w999W DISSERTATION  (Whole term),76080,,,,Face-to-face,,open,Graduate
ARI w130 INTERIOR DESIGN INTERNSHIP  (Whole term),70355,,,,Face-to-face,,open,Upper
ARI f368S MATERIAL CULTURE IN AUSTIN  (First term),70360,TWTH,9:00 a.m.-11:30 a.m.,SUT 2.114,Face-to-face,"DUDLEY, TARA A",cancelled,Upper
ARI w368S MDRNSM IN AM DESIGN/ARCH-UTNY  (Whole term),70365,TH,6:00 p.m.-9:00 p.m.,NY1 1520,Face-to-face,"MELLINS, THOMAS",open; reserved,Upper
ARI f388R MATERIAL CULTURE IN AUSTIN  (First term),70370,TWTH,9:00 a.m.-11:30 a.m.,SUT 2.114,Face-to-face,"DUDLEY, TARA A",cancelled,Graduate
ARI s389 RESEARCH IN INTERIOR DESIGN  (Second term),70375,,,,Face-to-face,,open,Graduate
"ART f319T SOUND, ACTION/ARTISTS BOOK-ITA  (First term)",76135,,,,Face-to-face,"SPECTOR, HANNAH",open; reserved,Lower
ART f352K TRANSMEDIA FOR NONMAJORS-ITA  (First term),76140,,,,Face-to-face,"SPECTOR, HANNAH",open; reserved,Upper
"ART f379T SOUND, ACTION/ARTISTS BOOK-ITA  (First term)",76145,,,,Face-to-face,"SPECTOR, HANNAH",closed,Upper
ART f383 GRAD INDP STD OUTSIDE STU CONC  (First term),76150,,,,Face-to-face,,closed,Graduate
ART f398R MASTER'S PORTFOLIO REPORT  (First term),76155,,,,Face-to-face,,open,Graduate
ART w398R MASTER'S PORTFOLIO REPORT  (Whole term),76160,,,,Face-to-face,,open,Graduate
ART s398R MASTER'S PORTFOLIO REPORT  (Second term),76165,,,,Face-to-face,,open,Graduate
ASE f397R RESEARCH IN AEROSPACE ENGR  (First term),74500,,,,Face-to-face,,open,Graduate
ASE w397R RESEARCH IN AEROSPACE ENGR  (Whole term),74505,,,,Face-to-face,,open,Graduate
ASE w697R RESEARCH IN AEROSPACE ENGR  (Whole term),74510,,,,Face-to-face,,open,Graduate
ASE w698A THESIS  (Whole term),74515,,,,Face-to-face,,open,Graduate
ASE w698B THESIS  (Whole term),74520,,,,Face-to-face,,open,Graduate
ASE w398R MASTER'S REPORT  (Whole term),74525,,,,Face-to-face,,open,Graduate
ASE w399W DISSERTATION  (Whole term),74530,,,,Face-to-face,,open,Graduate
ASE w699W DISSERTATION  (Whole term),74535,,,,Face-to-face,,open,Graduate
ASE w999W DISSERTATION  (Whole term),74540,,,,Face-to-face,,open,Graduate
ASE s397R RESEARCH IN AEROSPACE ENGR  (Second term),74545,,,,Face-to-face,,open,Graduate
ASL f601D AMER SIGN LANGUAGE I: BEG  (First term),80670,MTWTH,9:00 a.m.-1:00 p.m.,,Hybrid or Blended,"WHITE, DEBORAH E",waitlisted,Lower
ASL f601D AMER SIGN LANGUAGE I: BEG-WB  (First term),80675,MTWTH,11:00 a.m.-3:00 p.m.,,Internet,"WYNNE, MICHAEL FRANCIS JR",waitlisted,Lower
ASL f311D AM SIGN LANG III: INTERMED  (First term),80680,MWF,9:00 a.m.-11:30 a.m.,,Hybrid or Blended,"FAZIO, JAMES M",waitlisted,Lower
ASL s610D AMER SIGN LANGUAGE II: BEG-WB  (Second term),80690,MTWTH,9:00 a.m.-1:00 p.m.,,Internet,"MILLER, DON A",waitlisted,Lower
ASL s610D AMER SIGN LANGUAGE II: BEG  (Second term),80695,MTWTH,11:00 a.m.-3:00 p.m.,,Hybrid or Blended,"LE BORGNE, REBECCA",waitlisted,Lower
ASL f357 UNDERGRADUATE RESEARCH  (First term),80685,,,,Face-to-face,,open; reserved,Upper
ASL s357 UNDERGRADUATE RESEARCH  (Second term),80700,,,,Face-to-face,,open; reserved,Upper
AST w175C CONFERENCE COURSE IN ASTRONOMY  (Whole term),84020,,,,Face-to-face,,open,Upper
AST w275C CONFERENCE COURSE IN ASTRONOMY  (Whole term),84025,,,,Face-to-face,,open,Upper
AST w375C CONFERENCE COURSE IN ASTRONOMY  (Whole term),84030,,,,Face-to-face,,open,Upper
AST w379H HONORS TUTORIAL COURSE  (Whole term),84035,,,,Face-to-face,,open,Upper
AST w391 GRADUATE RESEARCH IN ASTRONOMY  (Whole term),84040,,,,Hybrid or Blended,,open,Graduate
AST w698A THESIS  (Whole term),84045,,,,Hybrid or Blended,,open,Graduate
AST w698B THESIS  (Whole term),84050,,,,Hybrid or Blended,,open,Graduate
AST w399W DISSERTATION  (Whole term),84055,,,,Hybrid or Blended,,open,Graduate
AUD w389P INTERMED CLIN PRAC IN AUD  (Whole term),72921,W,9:00 a.m.-12:00 p.m.,CMA 6.154,Face-to-face,"HATTON, KELSEY",open,Graduate
AUD w397 CLIN EXTERNSHIP IN AUDIOLOGY  (Whole term),72922,,,,Face-to-face,,open,Graduate
AUD s398Q RESRCH PROJECT IN AUDIOLOGY-WB  (Second term),72923,T,4:00 p.m.-6:00 p.m.,,Internet,"CAMPBELL, JULIA",open,Graduate
B A n280N OPERATIONS MANAGEMENT-I-DAL  (Nine week term),70760,,,,Face-to-face,"BALAKRISHNAN, ANANTARAM",open; reserved,Graduate
B A n280N OPERATIONS MANAGEMENT-I-HOU  (Nine week term),70765,,,,Face-to-face,"ANDERSON, EDWARD G JR",open; reserved,Graduate
B A n280N OPERATIONS MANAGEMENT-II-DAL  (Nine week term),70770,,,,Face-to-face,"BALAKRISHNAN, ANANTARAM",open; reserved,Graduate
B A n280N OPERATIONS MANAGEMENT-II-HOU  (Nine week term),70775,,,,Face-to-face,"ANDERSON, EDWARD G JR",open; reserved,Graduate
B A n280N OPERATIONS MANAGEMENT-II-TEMBA  (Nine week term),70779,,,,Face-to-face,,closed,Graduate
B A n280N OPERATIONS MANAGEMENT-TEMBA-II  (Nine week term),70780,,,,Face-to-face,"LAI, GUOMING",open; reserved,Graduate
B A n280N OPERATNS MANAGEMENT-TEMBA-I  (Nine week term),70785,,,,Face-to-face,"LAI, GUOMING",open; reserved,Graduate
B A n284S 1-MANAGERIAL MICROECON-I-DAL  (Nine week term),70790,,,,Face-to-face,"SHAMOUN, DIMA Y",open; reserved,Graduate
B A n284S 1-MANAGERIAL MICROECON-I-HOU  (Nine week term),70795,,,,Face-to-face,"PFLUG, BRUCE P",open; reserved,Graduate
B A n284S 1-MANAGERIAL MICROECON-II-DAL  (Nine week term),70800,,,,Face-to-face,"SHAMOUN, DIMA Y",open; reserved,Graduate
B A n284S 1-MANAGERIAL MICROECON-II-HOU  (Nine week term),70805,,,,Face-to-face,"PFLUG, BRUCE P",open; reserved,Graduate
B A n284S 1-MANAGERIAL MICROECON-TEMBA-I  (Nine week term),70810,,,,Face-to-face,"SHAMOUN, DIMA Y",open; reserved,Graduate
B A n284S 1-MANAGERL MICROECON-TEMBA-II  (Nine week term),70815,,,,Face-to-face,"SHAMOUN, DIMA Y",open; reserved,Graduate
B A n284S 3-GLOBAL ECON FOR EXECUTIVES  (Nine week term),70820,,,,Face-to-face,"CORONADO, JULIA L",open; reserved,Graduate
B A w391 SPEC STDS: MGMT INFO SYS  (Whole term),70825,,,,Face-to-face,,closed,Graduate
B A w391 SPEC STDS: OPERATIONS MGMT  (Whole term),70830,,,,Face-to-face,,open,Graduate
B A w391 SPEC STDS: STATISTICS  (Whole term),70835,,,,Face-to-face,,open,Graduate
B A w391 2-SPEC STDS: MANAGEMENT-PHD  (Whole term),70840,,,,Face-to-face,,open,Graduate
B A w391 1-SPEC STDS: FINANCE  (Whole term),70845,,,,Face-to-face,,open,Graduate
B A w391 4-SPEC STDS: RISK MANAGEMENT  (Whole term),70850,,,,Face-to-face,,open,Graduate
