course,unique,days,hour,room,instruction_mode,instructor,status,level
PGS s398T COLLEGE TEACHING METHDLGY-S A  (Second term),87220,,,,Face-to-face,"REVELES, KELLY RENEE KUBES, SARAH ELIZABETH CARLSON, TRAVIS JAMES SMELTER, DAN F FREI, CHRISTOPHER R KOELLER, JIM M",open,Graduate
PHL f304 CONTEMPORARY MORAL PROBLEMS-WB  (First term),81235,MTWTHF,11:30 a.m.-1:00 p.m.,,Internet,"SMITH, NICOLE",closed,Lower
PHL f313 INTRODUCTORY SYMBOLIC LOGIC-WB  (First term),81240,MTWTHF,1:00 p.m.-3:00 p.m.,,Internet,"CANTOR, SAMUEL WOLF",waitlisted,Lower
PHL w679HA HONORS TUTORIAL COURSE  (Whole term),81245,,,,Face-to-face,,open,Upper
PHL w679HB HONORS TUTORIAL COURSE  (Whole term),81250,,,,Face-to-face,,open,Upper
PHL s325M MEDICINE/ETHICS/SOCIETY-WB  (Second term),81290,,,,Internet,"SARKAR, SAHOTRA",open; reserved,Upper
PHL f388 CONFERENCE COURSE  (First term),81255,,,,Face-to-face,,open,Graduate
PHL w698A THESIS  (Whole term),81260,,,,Face-to-face,,open,Graduate
PHL w698B THESIS  (Whole term),81265,,,,Face-to-face,,open,Graduate
PHL w398R MASTER'S REPORT  (Whole term),81270,,,,Face-to-face,,open,Graduate
PHL w399W DISSERTATION  (Whole term),81275,,,,Face-to-face,,open,Graduate
PHL w699W DISSERTATION  (Whole term),81280,,,,Face-to-face,,open,Graduate
PHL w999W DISSERTATION  (Whole term),81285,,,,Face-to-face,,open,Graduate
PHL s388C PROSPECTUS COURSE  (Second term),81295,,,,Face-to-face,,open,Graduate
PHM w160J BASIC STD PHRMCEUT RSCH NONMAJ  (Whole term),87275,,,,Face-to-face,,open,Upper
PHM w260J BASIC STD PHRMCEUT RSCH NONMAJ  (Whole term),87280,,,,Face-to-face,,open,Upper
PHM w360J BASIC STD PHRMCEUT RSCH NONMAJ  (Whole term),87285,,,,Face-to-face,,open,Upper
PHM s338 INTRO TO PHARMACOLOGY-WB  (Second term),87560,TTH,9:00 a.m.-12:00 p.m.,,Internet,"KARBOSKI, JAMES A",open,Upper
PHM w181 PTHERPY RENAL/AUTONOMIC SYS  (Whole term),87290,,,,Face-to-face,"ACOSTA, WYANZA RENEE",open,Graduate
PHM w182 PTHERPY OF RESPIRATORY SYS  (Whole term),87295,,,,Face-to-face,"ACOSTA, WYANZA RENEE",open,Graduate
PHM w383 PTHERPY OF CARDIOVASCLR SYS  (Whole term),87300,,,,Face-to-face,"ACOSTA, WYANZA RENEE",open,Graduate
PHM w383I INSTNL INTRO PHRM PRAC EXP  (Whole term),87305,,,,Face-to-face,,open,Graduate
PHM w383I INSTNL INTRO PHRM PRAC EXP  (Whole term),87310,,,,Face-to-face,,closed,Graduate
PHM w184 PTHER GASTRONTSTNL SYS/NUTR  (Whole term),87315,,,,Face-to-face,"ACOSTA, WYANZA RENEE",open,Graduate
PHM w185 PHARMTHERPEUTCS OF DIABETES  (Whole term),87320,,,,Face-to-face,"ACOSTA, WYANZA RENEE",open,Graduate
PHM w185I AMBLTRY INTRO PHM PRAC EXP-S A  (Whole term),87325,,,,Face-to-face,,closed,Graduate
PHM w185I AMBULATORY INTRO PHRM PRAC EXP  (Whole term),87330,,,,Face-to-face,,closed,Graduate
PHM f288 PTHER ONCOLOGY/TRANSPLANT  (First term),87335,,,,Face-to-face,"ACOSTA, WYANZA RENEE",open,Graduate
PHM w288E CLIN DRUG DEV REGLTY PRSPC-WB  (Whole term),87340,W,6:00 p.m.-8:00 p.m.,,Internet,"HOVINGA, COLLIN A",open,Graduate
PHM f190 PTHER OF DERM/INFLAM PROC  (First term),87344,,,,Face-to-face,"ACOSTA, WYANZA RENEE",open,Graduate
PHM w390E CNTRLD SBST VLTN/INVGTN/ENF-WB  (Whole term),87345,,,,Internet,"GINSBURG, DIANE B",open,Graduate
PHM f292 PTHER PSYCHIATRIC DISORDERS  (First term),87350,,,,Face-to-face,"ACOSTA, WYANZA RENEE",open,Graduate
PHM f193 PTHER NEUROLOGIC DISORDERS  (First term),87355,,,,Face-to-face,"ACOSTA, WYANZA RENEE",open,Graduate
PHM w693C AMBULTRY CARE PHAR PRAC  (Whole term),87360,,,,Face-to-face,,open,Graduate
PHM w693C AMBULTRY CARE PHAR PRAC-DAL  (Whole term),87365,,,,Face-to-face,,open,Graduate
PHM w693C AMBULTRY CARE PHAR PRAC-GAL  (Whole term),87370,,,,Face-to-face,,open,Graduate
PHM w693C AMBULTRY CARE PHAR PRAC-S A  (Whole term),87375,,,,Face-to-face,,open,Graduate
PHM w693C AMBULTRY CARE PHAR PRAC-VAL  (Whole term),87380,,,,Face-to-face,,open,Graduate
PHM w693E ELECTIVE IN PHARM PRAC I  (Whole term),87385,,,,Face-to-face,,open,Graduate
PHM w693E ELECTIVE IN PHARM PRAC I-DAL  (Whole term),87390,,,,Face-to-face,,open,Graduate
PHM w693E ELECTIVE IN PHARM PRAC I-GAL  (Whole term),87395,,,,Face-to-face,,open,Graduate
PHM w693E ELECTIVE IN PHARM PRAC I-S A  (Whole term),87400,,,,Face-to-face,,open,Graduate
PHM w693E ELECTIVE IN PHARM PRAC I-VAL  (Whole term),87405,,,,Face-to-face,,open,Graduate
PHM w693N ADV HOSPITAL PHARM PRACT  (Whole term),87410,,,,Face-to-face,,open,Graduate
PHM w693N ADV HOSPITAL PHARM PRACT-DAL  (Whole term),87415,,,,Face-to-face,,open,Graduate
PHM w693N ADV HOSPITAL PHARM PRACT-GAL  (Whole term),87420,,,,Face-to-face,,open,Graduate
PHM w693N ADV HOSPITAL PHARM PRACT-S A  (Whole term),87425,,,,Face-to-face,,open,Graduate
PHM w693N ADV HOSPITAL PHARM PRACT-VAL  (Whole term),87430,,,,Face-to-face,,open,Graduate
PHM w693P ADV COMMUNITY PHARM PRACT  (Whole term),87435,,,,Face-to-face,,open,Graduate
PHM w693P ADV COMMUNITY PHARM PRACT-DAL  (Whole term),87440,,,,Face-to-face,,open,Graduate
PHM w693P ADV COMMUNITY PHARM PRACT-GAL  (Whole term),87445,,,,Face-to-face,,open,Graduate
PHM w693P ADV COMMUNITY PHARM PRACT-S A  (Whole term),87450,,,,Face-to-face,,open,Graduate
PHM w693P ADV COMMUNITY PHARM PRACT-VAL  (Whole term),87455,,,,Face-to-face,,open,Graduate
PHM w693S SELECTIVE IN PHARM PRAC I  (Whole term),87460,,,,Face-to-face,,open,Graduate
PHM w693S SELECTIVE IN PHARM PRAC I-DAL  (Whole term),87465,,,,Face-to-face,,open,Graduate
PHM w693S SELECTIVE IN PHARM PRAC I-GAL  (Whole term),87470,,,,Face-to-face,,open,Graduate
PHM w693S SELECTIVE IN PHARM PRAC I-S A  (Whole term),87475,,,,Face-to-face,,open,Graduate
PHM w693S SELECTIVE IN PHARM PRAC I-VAL  (Whole term),87480,,,,Face-to-face,,open,Graduate
PHM w193V FNDTN INTRPROF COLLAB PRAC VI  (Whole term),87485,,,,Face-to-face,"YOUNG, VERONICA S",cancelled,Graduate
PHM w693W ELECTV INTL PHARM EXPRNCE-AUS  (Whole term),87490,,,,Face-to-face,,open,Graduate
PHM w693W ELECTV INTL PHARM EXPRNCE-ESP  (Whole term),87495,,,,Face-to-face,,open,Graduate
PHM w693W ELECTV INTL PHARM EXPRNCE-GBR  (Whole term),87500,,,,Face-to-face,,open,Graduate
PHM w694C INPAT GEN MED PHAR PRAC  (Whole term),87505,,,,Face-to-face,,open,Graduate
PHM w694C INPAT GEN MED PHAR PRAC-DAL  (Whole term),87510,,,,Face-to-face,,open,Graduate
PHM w694C INPAT GEN MED PHAR PRAC-GAL  (Whole term),87515,,,,Face-to-face,,open,Graduate
PHM w694C INPAT GEN MED PHAR PRAC-S A  (Whole term),87520,,,,Face-to-face,,open,Graduate
PHM w694C INPAT GEN MED PHAR PRAC-VAL  (Whole term),87525,,,,Face-to-face,,open,Graduate
PHM w694E ELECTIVE IN PHARM PRAC II  (Whole term),87530,,,,Face-to-face,,open,Graduate
PHM w694E ELECTIVE IN PHARM PRAC II-DAL  (Whole term),87535,,,,Face-to-face,,open,Graduate
PHM w694E ELECTIVE IN PHARM PRAC II-DAL  (Whole term),87540,,,,Face-to-face,,cancelled,Graduate
PHM w694E ELECTIVE IN PHARM PRAC II-GAL  (Whole term),87545,,,,Face-to-face,,open,Graduate
PHM w694E ELECTIVE IN PHARM PRAC II-S A  (Whole term),87550,,,,Face-to-face,,open,Graduate
PHM w694E ELECTIVE IN PHARM PRAC II-VAL  (Whole term),87555,,,,Face-to-face,,open,Graduate
PHM s183F BASIC INTRAVENOUS ADMIX  (Second term),87565,MW,9:00 a.m.-10:30 a.m.,PHR 3.106,Face-to-face,"TEMPLE, HOLLI L LIPSCOMB, JUSTINA KUBES, SARAH ELIZABETH CANNON, LAURA A",closed,Graduate
PHM s183F BASIC INTRAVENOUS ADMIX-S A  (Second term),87570,MW,9:00 a.m.-10:30 a.m.,PSA 2108,Two-way Interactive Video,"TEMPLE, HOLLI L KUBES, SARAH ELIZABETH LIPSCOMB, JUSTINA CANNON, LAURA A",closed,Graduate
PHM s183G BASIC INTRAVEN ADMIX LAB  (Second term),87575,MW TTH,10:30 a.m.-12:00 p.m. 8:00 a.m.-12:00 p.m.,PHR 3.106 PHR 3.108,Face-to-face,"TEMPLE, HOLLI L WEAVER, TERRY H RUSH, SHARON K CANNON, LAURA A",closed,Graduate
PHM s183G BASIC INTRAVEN ADMIX LAB  (Second term),87580,MW TTH,10:30 a.m.-12:00 p.m. 1:00 p.m.-5:00 p.m.,PHR 3.106 PHR 3.108,Face-to-face,"TEMPLE, HOLLI L WEAVER, TERRY H RUSH, SHARON K CANNON, LAURA A",closed,Graduate
PHM s183G BASIC INTRAVEN ADMIX LAB-S A  (Second term),87585,MW TTH,10:30 a.m.-12:00 p.m. 8:00 a.m.-12:00 p.m.,PSA 2108 PSA 2108,Face-to-face,"TEMPLE, HOLLI L LIPSCOMB, JUSTINA CANNON, LAURA A",closed,Graduate
PHM s183G BASIC INTRAVEN ADMIX LAB-S A  (Second term),87586,MW TTH,10:30 a.m.-12:00 p.m. 1:00 p.m.-5:00 p.m.,PSA 2108 PSA 2108,Face-to-face,"TEMPLE, HOLLI L LIPSCOMB, JUSTINA CANNON, LAURA A",closed,Graduate
PHY f302K GEN PHY TCH CRS: MECH/HEAT/SND  (First term),86045,MTWTHF,2:00 p.m.-4:00 p.m.,PAI 2.48,Face-to-face,,waitlisted,Lower
PHY f303K ENGINEERING PHYSICS I  (First term),86050,MTWTHF,11:00 a.m.-1:00 p.m.,PAI 2.48,Face-to-face,"TSOI, MAXIM",open,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86055,MW,8:00 a.m.-11:00 a.m.,PMA 8.316,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86060,MW,8:00 a.m.-11:00 a.m.,PMA 8.318,Face-to-face,"LOVERIDGE, ANDREW J",open,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86065,TTH,8:00 a.m.-11:00 a.m.,PMA 8.316,Face-to-face,"LOVERIDGE, ANDREW J",open,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86070,TTH,8:00 a.m.-11:00 a.m.,PMA 8.318,Face-to-face,"LOVERIDGE, ANDREW J",open,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86075,MW,11:00 a.m.-2:00 p.m.,PMA 8.316,Face-to-face,"LOVERIDGE, ANDREW J",closed,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86080,MW,11:00 a.m.-2:00 p.m.,PMA 8.318,Face-to-face,"LOVERIDGE, ANDREW J",closed,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86085,TTH,11:00 a.m.-2:00 p.m.,,Face-to-face,"LOVERIDGE, ANDREW J",closed,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86090,TTH,11:00 a.m.-2:00 p.m.,PMA 8.318,Face-to-face,"LOVERIDGE, ANDREW J",closed,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86095,MW,2:00 p.m.-5:00 p.m.,PMA 8.316,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86100,MW,2:00 p.m.-5:00 p.m.,PMA 8.318,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86105,TTH,2:00 p.m.-5:00 p.m.,PMA 8.316,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86110,TTH,2:00 p.m.-5:00 p.m.,PMA 8.318,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY f105M LAB FOR PHY 302K/303K/317K  (First term),86115,TTH,2:00 p.m.-5:00 p.m.,,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY f317K GENERAL PHYSICS I  (First term),86120,MTWTHF,9:00 a.m.-11:00 a.m.,PAI 2.48,Face-to-face,"PERRY, JONATHAN",open,Lower
PHY s302L GEN PHY TCH CRS: ELEC/LGHT/NUC  (Second term),86175,MTWTHF,2:00 p.m.-4:00 p.m.,PAI 4.42,Face-to-face,"TORABI, AIDA",open,Lower
PHY s303L ENGINEERING PHYSICS II  (Second term),86180,MTWTHF,11:00 a.m.-1:00 p.m.,PAI 4.42,Face-to-face,"QUEVEDO, HERNAN J",open,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86185,MW,8:00 a.m.-11:00 a.m.,PMA 8.316,Face-to-face,"LOVERIDGE, ANDREW J",open,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86190,MW,8:00 a.m.-11:00 a.m.,PMA 8.318,Face-to-face,"LOVERIDGE, ANDREW J",open,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86195,TTH,8:00 a.m.-11:00 a.m.,,Face-to-face,"LOVERIDGE, ANDREW J",open,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86200,TTH,8:00 a.m.-11:00 a.m.,PMA 8.318,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86205,MW,11:00 a.m.-2:00 p.m.,PMA 8.316,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86210,MW,11:00 a.m.-2:00 p.m.,PMA 8.318,Face-to-face,"LOVERIDGE, ANDREW J",closed,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86215,TTH,11:00 a.m.-1:00 p.m.,PMA 8.316,Face-to-face,"LOVERIDGE, ANDREW J",closed,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86220,TTH,11:00 a.m.-2:00 p.m.,PMA 8.318,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86225,MW,2:00 p.m.-5:00 p.m.,PMA 8.316,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86230,MW,2:00 p.m.-5:00 p.m.,PMA 8.318,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86235,MW,2:00 p.m.-5:00 p.m.,PMA 8.322,Face-to-face,"LOVERIDGE, ANDREW J",open,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86240,MW,2:00 p.m.-5:00 p.m.,PMA 8.314,Face-to-face,"LOVERIDGE, ANDREW J",open,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86242,MW,2:00 p.m.-5:00 p.m.,PMA 8.320,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86243,MW,11:00 a.m.-1:00 p.m.,PMA 8.320,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY s105N LAB FOR PHY 302L/303L/317L  (Second term),86244,MW,8:00 a.m.-11:00 a.m.,PMA 8.320,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Lower
PHY s317L GENERAL PHYSICS II  (Second term),86245,MTWTHF,9:00 a.m.-11:00 a.m.,PAI 4.42,Face-to-face,"PERRY, JONATHAN",open,Lower
PHY f353L MODERN PHYSICS LABORATORY  (First term),86125,MTWTH F,8:30 a.m.-11:30 a.m. 9:00 a.m.-11:00 a.m.,PMA 7.302 PMA 7.114,Face-to-face,"LOVERIDGE, ANDREW J",waitlisted,Upper
PHY f353L MODERN PHYSICS LABORATORY  (First term),86130,MTWTH F,1:00 p.m.-4:00 p.m. 9:00 a.m.-11:00 a.m.,PMA 7.302 PMA 7.114,Face-to-face,"TORABI, AIDA",waitlisted,Upper
PHY f371C INDIVIDUAL STUDY IN PHYSICS  (First term),86135,,,,Face-to-face,,open; reserved,Upper
PHY s371C INDIVIDUAL STUDY IN PHYSICS  (Second term),86250,,,,Face-to-face,,open; reserved,Upper
PHY s379H HONORS TUTORIAL COURSE  (Second term),86255,,,,Face-to-face,,open; reserved,Upper
PHY w380N EXPERIMENTAL PHYSICS  (Whole term),86140,TTH,12:30 p.m.-2:00 p.m.,ASE 1.124,Face-to-face,"HEGELICH, BJORN",open,Graduate
PHY f390 GRADUATE RESEARCH  (First term),86145,,,,Face-to-face,,open; reserved,Graduate
PHY w390 GRADUATE RESEARCH  (Whole term),86150,,,,Hybrid or Blended,,open; reserved,Graduate
PHY w698A THESIS  (Whole term),86155,,,,Hybrid or Blended,,open; reserved,Graduate
PHY w698B THESIS  (Whole term),86160,,,,Hybrid or Blended,,open; reserved,Graduate
PHY w399W DISSERTATION  (Whole term),86165,,,,Hybrid or Blended,,open,Graduate
PHY s382Q BIOPHYSICS II  (Second term),86260,MTWTHF,10:00 a.m.-11:30 a.m.,ECJ 1.304,Face-to-face,"FERNANDEZ DE LAS NIEVES,",open,Graduate
PHY s390 GRADUATE RESEARCH  (Second term),86265,,,,Face-to-face,,open; reserved,Graduate
POR w322C CONF CRS IN LUSO-BRAZILIAN CIV  (Whole term),82140,,,,Face-to-face,,open,Upper
POR w398R MASTER'S REPORT  (Whole term),82150,,,,Face-to-face,,open,Graduate
PSY f301 INTRODUCTION TO PSYCHOLOGY-WB  (First term),81410,,,,Internet,"ZARATE, RAZ ALEJANDRA",open,Lower
PSY f309 PERSONALITY-WB  (First term),81415,,,,Internet,"BRADBURY, KIRSTEN E",open,Lower
PSY f317L INTRO STATS FOR BEHAVRL SCI-WB  (First term),81420,,,,Internet,"REEVES, LAURETTA",open,Lower
PSY s317L INTRO STATS FOR BEHAVRL SCI-WB  (Second term),81490,,,,Internet,"LEWIS-PEACOCK, JARROD ALA",cancelled,Lower
PSY n420M PSYCHGCL METHODS/STATISTICS-WB  (Nine week term),81425,,,,Internet,"JOSEPHS, ROBERT A",open; reserved,Upper
PSY f333D INTRO TO DEV PSYCH-WB  (First term),81430,,,,Internet,"CHURCH-LANG, JESSICA ALIC",open,Upper
PSY f339 BEHAVR PROBLEMS OF CHILDREN-WB  (First term),81434,,,,Internet,"ANGULO, SARAH K",open,Upper
PSY f352P PSYCHOPATHOLOGY-WB  (First term),81435,,,,Internet,"REEVES, LAURETTA",open,Upper
PSY f357 UNDERGRADUATE RESEARCH  (First term),81440,,,,Face-to-face,,open; reserved,Upper
PSY w357 UNDERGRADUATE RESEARCH  (Whole term),81445,,,,Face-to-face,,open; reserved,Upper
PSY f364 INTRO TO CLINICAL PSYCH-WB  (First term),81450,,,,Internet,"VALDEZ, GLADYS S",open,Upper
PSY f364T MULTICULTURAL PSYCHOTHERAPY-WB  (First term),81455,,,,Internet,"VALDEZ, GLADYS S",closed,Upper
PSY s339 BEHAVR PROBLEMS OF CHILDREN-WB  (Second term),81495,,,,Internet,"VILLANUEVA, SARA",cancelled,Upper
PSY s357 UNDERGRADUATE RESEARCH  (Second term),81500,,,,Face-to-face,,open; reserved,Upper
PSY w390 RESEARCH  (Whole term),81460,,,,Face-to-face,,open; reserved,Graduate
PSY w394Q 4-ADV PRAC IN CLIN PSYCH-WB  (Whole term),81464,,,,Internet,,open; reserved,Graduate
PSY w698A THESIS  (Whole term),81465,,,,Face-to-face,,open; reserved,Graduate
PSY w698B THESIS  (Whole term),81470,,,,Face-to-face,,open; reserved,Graduate
PSY w399W DISSERTATION  (Whole term),81475,,,,Face-to-face,,open; reserved,Graduate
PSY s390 RESEARCH  (Second term),81505,,,,Face-to-face,,open; reserved,Graduate
R M w294 1-OPTIMIZATION I  (Whole term),71530,W,7:00 p.m.-8:15 p.m.,,Web Enhanced,"MITCHELL, DANIEL A",open,Graduate
R S f310 INTRO TO STUDY OF RELIGION-WB  (First term),81560,,,,Internet,"ROBERTS, JASON EDWARD",open,Lower
R S f316C HIST OF RELIGION IN THE US-WB  (First term),81569,,,,Internet,"KONOW, DRAKE ANDREW II",closed,Lower
R S s315J CONVERSION OF PAGAN EUROPE-WB  (Second term),81605,,,,Internet,"ROBERTS, JASON EDWARD",open,Lower
R S s315N INTRO TO THE NEW TESTAMENT-WB  (Second term),81609,,,,Internet,"SWANSON, JORDAN",open,Lower
R S f335 JESUS IN HIST AND TRADITION-WB  (First term),81570,,,,Internet,"LANDAU, BRENT",open,Upper
R S s353D THE DEAD SEA SCROLLS-WB  (Second term),81615,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"BJOERU, OEYVIND",open,Upper
R S s353E BEYOND THE NEW TESTAMENT-WB  (Second term),81620,,,,Internet,"LANDAU, BRENT",open,Upper
R S w381 CONFERENCE CRSE IN RELIG STDS  (Whole term),81575,,,,Face-to-face,,open,Graduate
R S w396P DISSERTATION PROSPECTUS  (Whole term),81580,,,,Face-to-face,,open,Graduate
R S w698A THESIS  (Whole term),81585,,,,Face-to-face,,open,Graduate
R S w698B THESIS  (Whole term),81590,,,,Face-to-face,,open,Graduate
R S w398R MASTER'S REPORT  (Whole term),81595,,,,Face-to-face,,open,Graduate
R S w399W DISSERTATION  (Whole term),81600,,,,Face-to-face,,open,Graduate
REE s302J CONVERSION OF PAGAN EUROPE-WB  (Second term),81785,,,,Internet,"ROBERTS, JASON EDWARD",closed,Lower
REE f325 24-RBLS/RVOLTN RUS HIST/LIT-WB  (First term),81765,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"ALEXANDROVA, MARINA",open,Upper
REE w698A THESIS  (Whole term),81770,,,,Face-to-face,,open,Graduate
REE w698B THESIS  (Whole term),81775,,,,Face-to-face,,open,Graduate
REE w398R MASTER'S REPORT  (Whole term),81780,,,,Face-to-face,,open,Graduate
RHE f306 RHETORIC AND WRITING-WB  (First term),81675,,,,Internet,"HEHN, HANNAH",closed,Lower
RHE f306 RHETORIC AND WRITING-WB  (First term),81680,,,,Internet,"ANDERSON, ABIGAIL",closed,Lower
RHE f306 RHETORIC AND WRITING-WB  (First term),81685,,,,Internet,,cancelled,Lower
RHE f309J RHETORIC OF ASTROLOGY-WB  (First term),81688,,,,Internet,"TURNER, SAM JANE",closed,Lower
RHE f309J RHETORIC OF FASHION-WB  (First term),81689,,,,Internet,"STALLINGS, ALEXANDRA MILL",closed,Lower
RHE s306 RHETORIC AND WRITING-WB  (Second term),81695,,,,Internet,"JENNINGS, MONTEZ",closed,Lower
RHE s306 RHETORIC AND WRITING-WB  (Second term),81700,,,,Internet,"VESELKIN, KIRILL",closed,Lower
RHE s306 RHETORIC AND WRITING-WB  (Second term),81705,,,,Internet,"MORENO, ELOISA ERNESTINA",closed,Lower
RHE s309J RHETORIC OF DYSTOPIA-WB  (Second term),81709,,,,Internet,"BANUELOS, MIA FRANCIS",closed,Lower
RHE f328 2-WRITING FOR NONPROFITS-WB  (First term),81690,,,,Internet,"HANSON, TRISTAN",closed,Upper
RHE s325M ADVANCED WRITING-WB  (Second term),81708,,,,Internet,"BUCKLEY, TOM",waitlisted,Upper
RHE s328 1-MAGAZINE WRIT/PUB-WB  (Second term),81710,MTWTHF,8:30 a.m.-10:00 a.m.,,Internet,"BUCKLEY, TOM",cancelled,Upper
RHE f399W DISSERTATION  (First term),81687,,,,Face-to-face,,open,Graduate
RHE w399W DISSERTATION  (Whole term),81691,,,,Face-to-face,,open,Graduate
RHE f389E AREA EXAM AND PROSPECTUS HOURS  (First term),81692,,,,Face-to-face,,open; reserved,Graduate
RHE f380 CONFERENCE COURSE IN RHET/WRT  (First term),81693,,,,Face-to-face,,open; reserved,Graduate
RHE f389R MASTER'S REPORT  (First term),81694,,,,Face-to-face,,open,Graduate
RHE s380 CONFERENCE COURSE IN RHET/WRT  (Second term),81711,,,,Face-to-face,,open; reserved,Graduate
RHE s389E AREA EXAM AND PROSPECTUS HOURS  (Second term),81712,,,,Face-to-face,,open; reserved,Graduate
RHE s389R MASTER'S REPORT  (Second term),81713,,,,Face-to-face,,open,Graduate
RHE s399W DISSERTATION  (Second term),81714,,,,Face-to-face,,open,Graduate
RIM f320C POWER/PLACE MAKING TX HIST-WB  (First term),77825,,,,Internet,"GORDON-GARTH, ISHAN E",cancelled,Upper
RTF f304 STORYTELLING IN FILM AND TV-WB  (First term),72790,,,,Internet,"WARNER, TERESA R",open,Lower
RTF s302D HISTORY OF MEDIA INDUSTRIES-WB  (Second term),72890,MTWTH M W,1:00 p.m.-3:00 p.m. 5:00 p.m.-7:30 p.m. 5:00 p.m.-7:30 p.m.,  ,Internet,"SPRINGMAN, LAURA",open,Lower
RTF s303C INTRO MEDIA/ENT INDUSTRIES-WB  (Second term),72895,,,,Internet,"WALKER, CASEY JOE",open,Lower
RTF f329C DIGITAL MEDIA PRODUCTION-WB  (First term),72795,,,,Internet,"BAYS, BENJAMIN L",open,Upper
RTF w330N INTNSHP IN MEDIA INDUSTRIES-WB  (Whole term),72800,,,,Internet,"BARBER, MICAH ROBERT",open,Upper
RTF w630N INTNSHP IN MEDIA INDUSTRIES-WB  (Whole term),72805,,,,Internet,"BARBER, MICAH ROBERT",open,Upper
RTF f344M VIDEO GAME PRODUCTION-WB  (First term),72810,,,,Internet,"BAYS, BENJAMIN L",open,Upper
RTF w347C 1-L A: HOW HOLLYWOOD WORKS  (Whole term),72814,,,,Face-to-face,"POLLOK, STUART G",open; reserved,Upper
RTF w650L SEMESTER IN LOS ANGELES INT  (Whole term),72819,,,,Face-to-face,,open; reserved,Upper
RTF w348 ANIMATION PIPELINE-L A  (Whole term),72820,,,,Face-to-face,"FINO, JAMES ANDREW",open; reserved,Upper
RTF w350L SEMESTER IN LOS ANGELES INT  (Whole term),72821,,,,Face-to-face,,open; reserved,Upper
RTF w348 3-L A: INSDE THE MSC INDUSTRY  (Whole term),72822,,,,Face-to-face,"FERRANTE, DREW",open; reserved,Upper
RTF w348 1-L A: TELLING/SELLING STORY  (Whole term),72823,,,,Face-to-face,"KIM, CHARLES S",open; reserved,Upper
RTF w350N SEMESTER IN NY INTERN-WB  (Whole term),72825,,,,Internet,"BARBER, MICAH ROBERT",open,Upper
RTF w650N SEMESTER IN NY INTERN-WB  (Whole term),72830,,,,Internet,"BARBER, MICAH ROBERT",open,Upper
RTF f352 GLOBAL CULT CINEMA-WB  (First term),72835,MTWTHF,8:30 a.m.-10:00 a.m.,,Internet,"TABARRAEE, BABAK",waitlisted,Upper
RTF w384I INTERNSHIP IN MEDIA INDUSTRIES  (Whole term),72840,,,,Hybrid or Blended,"MCCREERY, CYNTHIA ANN",open,Graduate
