course,unique,days,hour,room,instruction_mode,instructor,status,level
BIO  311C INTRODUCTORY BIOLOGY I,51765,MWF TH,1:00 p.m.-2:00 p.m. 8:30 a.m.-9:30 a.m.,GSB 2.126 GDC 2.210,Face-to-face,"LATHAM, ANITA G",open; reserved,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51770,MWF TH,1:00 p.m.-2:00 p.m. 9:30 a.m.-10:30 a.m.,GSB 2.126 ,Face-to-face,"LATHAM, ANITA G",open; reserved,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51775,MWF TH,1:00 p.m.-2:00 p.m. 11:00 a.m.-12:00 p.m.,GSB 2.126 JES A303A,Face-to-face,"LATHAM, ANITA G",open; reserved,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51780,MWF W,1:00 p.m.-2:00 p.m. 3:00 p.m.-4:00 p.m.,GSB 2.126 JES A305A,Face-to-face,"LATHAM, ANITA G",open; reserved,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51785,MWF W,11:00 a.m.-12:00 p.m. 2:00 p.m.-3:00 p.m.,BUR 216 WCP 5.102,Face-to-face,"THIJS, ANN",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51790,MWF W,11:00 a.m.-12:00 p.m. 3:00 p.m.-4:00 p.m.,BUR 216 WCP 5.102,Face-to-face,"THIJS, ANN",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51795,MWF W,11:00 a.m.-12:00 p.m. 4:00 p.m.-5:00 p.m.,BUR 216 WCP 5.102,Face-to-face,"THIJS, ANN",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51800,MWF TH,12:00 p.m.-1:00 p.m. 2:00 p.m.-3:00 p.m.,BUR 216 PMA 5.126,Face-to-face,"THIJS, ANN",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51805,MWF TH,12:00 p.m.-1:00 p.m. 3:30 p.m.-4:30 p.m.,BUR 216 PMA 5.126,Face-to-face,"THIJS, ANN",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51810,MWF TH,12:00 p.m.-1:00 p.m. 4:30 p.m.-5:30 p.m.,BUR 216 PMA 6.112,Face-to-face,"THIJS, ANN",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51815,MWF TH,9:00 a.m.-10:00 a.m. 8:30 a.m.-9:30 a.m.,BUR 224 ECJ 1.306,Face-to-face,"THIJS, ANN",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51820,MWF TH,9:00 a.m.-10:00 a.m. 9:30 a.m.-10:30 a.m.,BUR 224 MEZ 1.120,Face-to-face,"THIJS, ANN",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51825,MWF TH,9:00 a.m.-10:00 a.m. 11:00 a.m.-12:00 p.m.,BUR 224 JES A217A,Face-to-face,"THIJS, ANN",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51830,TTH T,2:00 p.m.-3:30 p.m. 8:30 a.m.-9:30 a.m.,RLP 0.128 JES A217A,Face-to-face,"MCMURRY, KAY",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51835,TTH T,2:00 p.m.-3:30 p.m. 9:30 a.m.-10:30 a.m.,RLP 0.128 JES A215A,Face-to-face,"MCMURRY, KAY",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51840,TTH T,2:00 p.m.-3:30 p.m. 11:00 a.m.-12:00 p.m.,RLP 0.128 JES A215A,Face-to-face,"MCMURRY, KAY",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51845,TTH M,2:00 p.m.-3:30 p.m. 1:00 p.m.-2:00 p.m.,RLP 0.128 PMA 5.112,Face-to-face,"MCMURRY, KAY",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51850,TTH M,2:00 p.m.-3:30 p.m. 2:00 p.m.-3:00 p.m.,RLP 0.128 PMA 5.122,Face-to-face,"MCMURRY, KAY",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51855,TTH M,2:00 p.m.-3:30 p.m. 3:00 p.m.-4:00 p.m.,RLP 0.128 PMA 5.122,Face-to-face,"MCMURRY, KAY",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51860,TTH W,11:00 a.m.-12:30 p.m. 10:00 a.m.-11:00 a.m.,BUR 208 PMA 5.120,Face-to-face,"GONZALEZ, LAURA I",waitlisted,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51865,TTH W,11:00 a.m.-12:30 p.m. 11:00 a.m.-12:00 p.m.,BUR 208 GDC 2.502,Face-to-face,"GONZALEZ, LAURA I",open; reserved,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51870,TTH W,11:00 a.m.-12:30 p.m. 1:00 p.m.-2:00 p.m.,BUR 208 GDC 2.502,Face-to-face,"GONZALEZ, LAURA I",open; reserved,Lower
BIO  311D INTRODUCTORY BIOLOGY II,51875,TTH W,11:00 a.m.-12:30 p.m. 2:00 p.m.-3:00 p.m.,BUR 208 GDC 1.406,Face-to-face,"GONZALEZ, LAURA I",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51880,MWF W,12:00 p.m.-1:00 p.m. 2:00 p.m.-3:00 p.m.,BUR 208 PMA 5.126,Face-to-face,"KIM, GOHEUN",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51885,MWF W,12:00 p.m.-1:00 p.m. 3:00 p.m.-4:00 p.m.,BUR 208 PMA 5.124,Face-to-face,"KIM, GOHEUN",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51890,MWF W,12:00 p.m.-1:00 p.m. 4:00 p.m.-5:00 p.m.,BUR 208 PMA 5.124,Face-to-face,"KIM, GOHEUN",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51895,MWF W,12:00 p.m.-1:00 p.m. 5:00 p.m.-6:00 p.m.,BUR 208 PMA 5.124,Face-to-face,"KIM, GOHEUN",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51900,TTH T,9:30 a.m.-11:00 a.m. 2:00 p.m.-3:00 p.m.,BUR 208 WAG 112,Face-to-face,"KIM, HYUNJU",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51905,TTH W,9:30 a.m.-11:00 a.m. 3:00 p.m.-4:00 p.m.,BUR 208 JES A217A,Face-to-face,"KIM, HYUNJU",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51910,TTH T,9:30 a.m.-11:00 a.m. 3:30 p.m.-4:30 p.m.,BUR 208 GDC 2.210,Face-to-face,"KIM, HYUNJU",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51915,TTH W,9:30 a.m.-11:00 a.m. 4:00 p.m.-5:00 p.m.,BUR 208 JES A217A,Face-to-face,"KIM, HYUNJU",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51920,MWF TH,11:00 a.m.-12:00 p.m. 11:00 a.m.-12:00 p.m.,BUR 212 GDC 5.304,Face-to-face,"KIM, GOHEUN",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51925,MWF TH,11:00 a.m.-12:00 p.m. 2:00 p.m.-3:00 p.m.,BUR 212 WAG 112,Face-to-face,"KIM, GOHEUN",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51930,MWF TH,11:00 a.m.-12:00 p.m. 3:30 p.m.-4:30 p.m.,BUR 212 GDC 2.210,Face-to-face,"KIM, GOHEUN",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51935,MWF TH,11:00 a.m.-12:00 p.m. 4:30 p.m.-5:30 p.m.,BUR 212 GDC 2.210,Face-to-face,"KIM, GOHEUN",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51940,TTH W,12:30 p.m.-2:00 p.m. 9:00 a.m.-10:00 a.m.,BUR 208 JES A216A,Face-to-face,"MOON, JENNIFER",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51945,TTH W,12:30 p.m.-2:00 p.m. 10:00 a.m.-11:00 a.m.,BUR 208 JES A305A,Face-to-face,"MOON, JENNIFER",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51950,TTH W,12:30 p.m.-2:00 p.m. 11:00 a.m.-12:00 p.m.,BUR 208 ASE 1.124,Face-to-face,"MOON, JENNIFER",open; reserved,Lower
BIO  315H ADV INTRO TO GENETICS: HONORS,51955,TTH W,12:30 p.m.-2:00 p.m. 12:00 p.m.-1:00 p.m.,BUR 208 SZB 2.814,Face-to-face,"MOON, JENNIFER",open; reserved,Lower
BIO  325 GENETICS,51592,TTH TH,3:30 p.m.-5:00 p.m. 11:00 a.m.-12:00 p.m., ,Face-to-face,,cancelled,Upper
BIO  325 GENETICS,51960,MW F,3:00 p.m.-4:30 p.m. 9:00 a.m.-10:00 a.m.,GEA 105 GDC 1.406,Face-to-face,"SCHOBERLE, TAYLOR JANE",waitlisted,Upper
BIO  325 GENETICS,51965,MW F,3:00 p.m.-4:30 p.m. 10:00 a.m.-11:00 a.m.,GEA 105 BEN 1.124,Face-to-face,"SCHOBERLE, TAYLOR JANE",waitlisted,Upper
BIO  325 GENETICS,51970,MW F,3:00 p.m.-4:30 p.m. 11:00 a.m.-12:00 p.m.,GEA 105 GAR 0.132,Face-to-face,"SCHOBERLE, TAYLOR JANE",waitlisted,Upper
BIO  325 GENETICS,51975,MW TH,3:00 p.m.-4:30 p.m. 12:30 p.m.-1:30 p.m.,GEA 105 PMA 5.126,Face-to-face,"SCHOBERLE, TAYLOR JANE",closed,Upper
BIO  325 GENETICS,51980,MW TH,3:00 p.m.-4:30 p.m. 2:00 p.m.-3:00 p.m.,GEA 105 JES A217A,Face-to-face,"SCHOBERLE, TAYLOR JANE",closed,Upper
BIO  325 GENETICS,51985,MW TH,3:00 p.m.-4:30 p.m. 3:30 p.m.-4:30 p.m.,GEA 105 PMA 5.114,Face-to-face,"SCHOBERLE, TAYLOR JANE",closed,Upper
BIO  325 GENETICS,51990,MWF W,9:00 a.m.-10:00 a.m. 11:00 a.m.-12:00 p.m.,ECJ 1.202 GDC 2.210,Face-to-face,"GOUWS WESSELS, ELLEN BERN",waitlisted,Upper
BIO  325 GENETICS,51995,MWF W,9:00 a.m.-10:00 a.m. 12:00 p.m.-1:00 p.m.,ECJ 1.202 GDC 6.202,Face-to-face,"GOUWS WESSELS, ELLEN BERN",waitlisted,Upper
BIO  325 GENETICS,52000,MWF TH,9:00 a.m.-10:00 a.m. 12:30 p.m.-1:30 p.m.,ECJ 1.202 PHR 2.116,Face-to-face,"GOUWS WESSELS, ELLEN BERN",waitlisted,Upper
BIO  325 GENETICS,52005,MWF W,9:00 a.m.-10:00 a.m. 1:00 p.m.-2:00 p.m.,ECJ 1.202 RLP 0.106,Face-to-face,"GOUWS WESSELS, ELLEN BERN",waitlisted,Upper
BIO  325 GENETICS,52010,MWF TH,12:00 p.m.-1:00 p.m. 9:30 a.m.-10:30 a.m.,WEL 3.502 SZB 2.222,Face-to-face,"GOUWS WESSELS, ELLEN BERN",waitlisted,Upper
BIO  325 GENETICS,52015,MWF TH,12:00 p.m.-1:00 p.m. 11:00 a.m.-12:00 p.m.,WEL 3.502 JES A205A,Face-to-face,"GOUWS WESSELS, ELLEN BERN",waitlisted,Upper
BIO  325 GENETICS,52020,MWF TH,12:00 p.m.-1:00 p.m. 4:00 p.m.-5:00 p.m.,WEL 3.502 PAR 203,Face-to-face,"GOUWS WESSELS, ELLEN BERN",waitlisted,Upper
BIO  325 GENETICS,52025,MWF TH,12:00 p.m.-1:00 p.m. 5:00 p.m.-6:00 p.m.,WEL 3.502 PAR 203,Face-to-face,"GOUWS WESSELS, ELLEN BERN",waitlisted,Upper
BIO  325 GENETICS,52030,MWF TH,1:00 p.m.-2:00 p.m. 11:00 a.m.-12:00 p.m.,GEA 105 SZB 3.802,Face-to-face,"GOUWS WESSELS, ELLEN BERN",waitlisted,Upper
BIO  325 GENETICS,52035,MWF TH,1:00 p.m.-2:00 p.m. 12:00 p.m.-1:00 p.m.,GEA 105 JES A216A,Face-to-face,"GOUWS WESSELS, ELLEN BERN",waitlisted,Upper
BIO  325 GENETICS,52040,MWF W,1:00 p.m.-2:00 p.m. 2:00 p.m.-3:00 p.m.,GEA 105 ECJ 1.222,Face-to-face,"GOUWS WESSELS, ELLEN BERN",waitlisted,Upper
BIO  325 GENETICS,52045,MWF W,1:00 p.m.-2:00 p.m. 3:00 p.m.-4:00 p.m.,GEA 105 ECJ 1.222,Face-to-face,"GOUWS WESSELS, ELLEN BERN",waitlisted,Upper
BIO  325 GENETICS,52050,MWF TH,2:00 p.m.-3:00 p.m. 11:00 a.m.-12:00 p.m.,GEA 105 PMA 7.112,Face-to-face,"KIM, GOHEUN",closed,Upper
BIO  325 GENETICS,52055,MWF TH,2:00 p.m.-3:00 p.m. 12:30 p.m.-1:30 p.m.,GEA 105 GDC 4.302,Face-to-face,"KIM, GOHEUN",closed,Upper
BIO  325 GENETICS,52060,MWF W,2:00 p.m.-3:00 p.m. 4:00 p.m.-5:00 p.m.,GEA 105 JES A218A,Face-to-face,"KIM, GOHEUN",closed,Upper
BIO  325 GENETICS,52065,MWF W,2:00 p.m.-3:00 p.m. 5:00 p.m.-6:00 p.m.,GEA 105 JES A218A,Face-to-face,"KIM, GOHEUN",waitlisted,Upper
BIO  325 GENETICS,52070,TTH W,9:30 a.m.-11:00 a.m. 9:00 a.m.-10:00 a.m.,JGB 2.324 PHR 2.114,Face-to-face,"MILLER, MELISSA",waitlisted,Upper
BIO  325 GENETICS,52075,TTH W,9:30 a.m.-11:00 a.m. 10:00 a.m.-11:00 a.m.,JGB 2.324 ETC 2.132,Face-to-face,"MILLER, MELISSA",waitlisted,Upper
BIO  325 GENETICS,52080,TTH W,9:30 a.m.-11:00 a.m. 11:00 a.m.-12:00 p.m.,JGB 2.324 ECJ 1.306,Face-to-face,"MILLER, MELISSA",waitlisted,Upper
BIO  325 GENETICS,52085,TTH T,9:30 a.m.-11:00 a.m. 2:30 p.m.-3:30 p.m.,JGB 2.324 ECJ 1.304,Face-to-face,"MILLER, MELISSA",waitlisted,Upper
BIO  325 GENETICS,52090,TTH T,9:30 a.m.-11:00 a.m. 4:00 p.m.-5:00 p.m.,JGB 2.324 GEA 114,Face-to-face,"MILLER, MELISSA",waitlisted,Upper
BIO  325 GENETICS,52095,TTH W,12:30 p.m.-2:00 p.m. 12:00 p.m.-1:00 p.m.,BEL 328 PHR 2.114,Face-to-face,"MILLER, MELISSA",waitlisted,Upper
BIO  325 GENETICS,52100,TTH W,12:30 p.m.-2:00 p.m. 1:00 p.m.-2:00 p.m.,BEL 328 GEA 114,Face-to-face,"MILLER, MELISSA",waitlisted,Upper
BIO  325 GENETICS,52105,TTH TH,12:30 p.m.-2:00 p.m. 3:30 p.m.-4:30 p.m.,BEL 328 GEA 114,Face-to-face,"MILLER, MELISSA",waitlisted,Upper
BIO  325 GENETICS,52110,TTH W,12:30 p.m.-2:00 p.m. 4:00 p.m.-5:00 p.m.,BEL 328 ECJ 1.308,Face-to-face,"MILLER, MELISSA",waitlisted,Upper
BIO  325 GENETICS,52115,TTH TH,12:30 p.m.-2:00 p.m. 4:30 p.m.-5:30 p.m.,BEL 328 GEA 114,Face-to-face,"MILLER, MELISSA",waitlisted,Upper
BIO  325 GENETICS,52120,MWF TH,11:00 a.m.-12:00 p.m. 8:30 a.m.-9:30 a.m.,WEL 1.308 CBA 4.348,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52125,MWF TH,11:00 a.m.-12:00 p.m. 9:30 a.m.-10:30 a.m.,WEL 1.308 PMA 7.116,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52130,MWF W,11:00 a.m.-12:00 p.m. 1:00 p.m.-2:00 p.m.,WEL 1.308 UTC 1.116,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52135,MWF W,11:00 a.m.-12:00 p.m. 2:00 p.m.-3:00 p.m.,WEL 1.308 UTC 4.102,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52140,MWF W,11:00 a.m.-12:00 p.m. 3:00 p.m.-4:00 p.m.,WEL 1.308 UTC 1.104,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52145,MWF W,11:00 a.m.-12:00 p.m. 4:00 p.m.-5:00 p.m.,WEL 1.308 UTC 1.132,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52150,MWF W,1:00 p.m.-2:00 p.m. 9:00 a.m.-10:00 a.m.,WEL 3.502 JGB 2.218,Face-to-face,,open,Upper
BIO  325 GENETICS,52155,MWF W,1:00 p.m.-2:00 p.m. 10:00 a.m.-11:00 a.m.,WEL 3.502 SZB 3.508,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52160,MWF W,1:00 p.m.-2:00 p.m. 11:00 a.m.-12:00 p.m.,WEL 3.502 ART 1.120,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52165,MWF W,1:00 p.m.-2:00 p.m. 12:00 p.m.-1:00 p.m.,WEL 3.502 SZB 2.418,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52170,MWF T,1:00 p.m.-2:00 p.m. 4:00 p.m.-5:00 p.m.,WEL 3.502 CBA 4.332,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52175,MWF T,1:00 p.m.-2:00 p.m. 5:00 p.m.-6:00 p.m.,WEL 3.502 UTC 1.118,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52180,MWF T,2:00 p.m.-3:00 p.m. 8:30 a.m.-9:30 a.m.,WEL 3.502 GDC 2.210,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52185,MWF W,2:00 p.m.-3:00 p.m. 9:00 a.m.-10:00 a.m.,WEL 3.502 GDC 1.406,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52190,MWF W,2:00 p.m.-3:00 p.m. 10:00 a.m.-11:00 a.m.,WEL 3.502 RLP 1.102,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52195,MWF W,2:00 p.m.-3:00 p.m. 11:00 a.m.-12:00 p.m.,WEL 3.502 RLP 0.118,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52200,MWF W,2:00 p.m.-3:00 p.m. 12:00 p.m.-1:00 p.m.,WEL 3.502 GDC 2.210,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52205,MWF W,2:00 p.m.-3:00 p.m. 1:00 p.m.-2:00 p.m.,WEL 3.502 GDC 2.210,Face-to-face,,waitlisted,Upper
BIO  325 GENETICS,52210,MW TH,1:00 p.m.-2:30 p.m. 2:00 p.m.-3:00 p.m.,WEL 2.306 JES A216A,Face-to-face,"SCHOBERLE, TAYLOR JANE",waitlisted,Upper
BIO  325 GENETICS,52215,MW W,1:00 p.m.-2:30 p.m. 3:00 p.m.-4:00 p.m.,WEL 2.306 PAR 208,Face-to-face,"SCHOBERLE, TAYLOR JANE",waitlisted,Upper
BIO  325 GENETICS,52220,MW TH,1:00 p.m.-2:30 p.m. 3:30 p.m.-4:30 p.m.,WEL 2.306 WAG 308,Face-to-face,"SCHOBERLE, TAYLOR JANE",waitlisted,Upper
BIO  325 GENETICS,52225,MW W,1:00 p.m.-2:30 p.m. 4:00 p.m.-5:00 p.m.,WEL 2.306 PAR 208,Face-to-face,"SCHOBERLE, TAYLOR JANE",waitlisted,Upper
BIO  325L LAB EXPERIENCE IN GENETICS,52230,M T,12:00 p.m.-1:00 p.m. 9:30 a.m.-1:30 p.m.,JGB 2.324 PAI 1.40,Face-to-face,"BRUNER, KATHERINE M",waitlisted,Upper
BIO  325L LAB EXPERIENCE IN GENETICS,52235,M W,12:00 p.m.-1:00 p.m. 9:00 a.m.-1:00 p.m.,JGB 2.324 PAI 1.44,Face-to-face,"BRUNER, KATHERINE M",waitlisted,Upper
BIO  325L LAB EXPERIENCE IN GENETICS,52240,M T,12:00 p.m.-1:00 p.m. 1:30 p.m.-5:30 p.m.,JGB 2.324 PAI 1.40,Face-to-face,"BRUNER, KATHERINE M",open,Upper
BIO  325L LAB EXPERIENCE IN GENETICS,52245,M T,12:00 p.m.-1:00 p.m. 2:00 p.m.-6:00 p.m.,JGB 2.324 PAI 1.44,Face-to-face,"BRUNER, KATHERINE M",open,Upper
BIO  325L LAB EXPERIENCE IN GENETICS,52250,M W,12:00 p.m.-1:00 p.m. 1:30 p.m.-5:30 p.m.,JGB 2.324 PAI 1.40,Face-to-face,"BRUNER, KATHERINE M",waitlisted,Upper
BIO  325L LAB EXPERIENCE IN GENETICS,52255,M W,12:00 p.m.-1:00 p.m. 1:30 p.m.-5:30 p.m.,JGB 2.324 PAI 1.44,Face-to-face,"BRUNER, KATHERINE M",waitlisted,Upper
BIO  325L LAB EXPERIENCE IN GENETICS,52260,M TH,12:00 p.m.-1:00 p.m. 12:30 p.m.-4:30 p.m.,JGB 2.324 PAI 1.40,Face-to-face,"BRUNER, KATHERINE M",open,Upper
BIO  325L LAB EXPERIENCE IN GENETICS,52265,M TH,12:00 p.m.-1:00 p.m. 2:00 p.m.-6:00 p.m.,JGB 2.324 PAI 1.44,Face-to-face,"BRUNER, KATHERINE M",open,Upper
BIO  325L LAB EXPERIENCE IN GENETICS,52270,M T,12:00 p.m.-1:00 p.m. 6:00 p.m.-10:00 p.m.,JGB 2.324 PAI 1.40,Face-to-face,"BRUNER, KATHERINE M",waitlisted,Upper
BIO  325L LAB EXPERIENCE IN GENETICS,52275,M W,12:00 p.m.-1:00 p.m. 6:00 p.m.-10:00 p.m.,JGB 2.324 PAI 1.44,Face-to-face,"BRUNER, KATHERINE M",waitlisted,Upper
BIO  337 GREAT WORKS IN BIOLOGY,52280,TTH,3:30 p.m.-5:00 p.m.,PAR 302,Face-to-face,"LISLE, JOHN MICHAEL",waitlisted,Upper
BIO  337 2-RESEARCH METHODS: UTEACH,52285,M W,9:00 a.m.-11:00 a.m. 9:00 a.m.-11:00 a.m.,PAI 4.08 PAI 4.14,Face-to-face,"MARDER, MICHAEL P",open,Upper
BIO  337 2-RESEARCH METHODS: UTEACH,52290,M W,11:00 a.m.-1:00 p.m. 11:00 a.m.-1:00 p.m.,PAI 4.08 PAI 4.14,Face-to-face,"KEMP, MELISSA",open,Upper
BIO  068 PEER ASSISTANT,52295,,,,Face-to-face,,open; reserved,Upper
BIO  372C BIO PEER MENTORS RSCH/TCH,52300,F,10:00 a.m.-12:00 p.m.,WEL 2.246,Face-to-face,"PATTERSON, KRISTIN D",open; reserved,Upper
BIO  372C BIO PEER MENTORS RSCH/TCH-FRI,52305,,,,Face-to-face,"MACKRELL, ALBERT JAMES",open; reserved,Upper
BIO  372C BIO PEER MENTORS RSCH/TCH-FRI,52310,,,,Face-to-face,"RIEDEL, TIMOTHY E",open; reserved,Upper
BME  303 INTRODUCTION TO COMPUTING,16430,TTH M,8:00 a.m.-9:30 a.m. 8:00 a.m.-10:00 a.m.,CMA 2.306 GAR 2.112,Face-to-face,"BUENO DA FONSECA LIMA, ER",closed,Lower
BME  303 INTRODUCTION TO COMPUTING,16435,TTH W,8:00 a.m.-9:30 a.m. 9:00 a.m.-11:00 a.m.,CMA 2.306 EER 1.528,Face-to-face,"BUENO DA FONSECA LIMA, ER",closed,Lower
BME  303 INTRODUCTION TO COMPUTING,16440,TTH T,8:00 a.m.-9:30 a.m. 3:30 p.m.-5:30 p.m.,CMA 2.306 GDC 1.406,Face-to-face,"BUENO DA FONSECA LIMA, ER",closed,Lower
BME  303 INTRODUCTION TO COMPUTING,16445,TTH M,8:00 a.m.-9:30 a.m. 5:00 p.m.-7:00 p.m.,CMA 2.306 ECJ 1.312,Face-to-face,"BUENO DA FONSECA LIMA, ER",open; reserved,Lower
BME  303 INTRODUCTION TO COMPUTING,16450,TTH W,8:00 a.m.-9:30 a.m. 5:00 p.m.-7:00 p.m.,CMA 2.306 GAR 1.126,Face-to-face,"BUENO DA FONSECA LIMA, ER",closed,Lower
BME  303L INTRODUCTION TO BME DESIGN,16455,MWF W,12:00 p.m.-1:00 p.m. 8:00 a.m.-11:00 a.m.,MEZ 1.306 EER 1.524,Face-to-face,"PUPERI, DANIEL",open; reserved,Lower
BME  303L INTRODUCTION TO BME DESIGN,16460,MWF F,12:00 p.m.-1:00 p.m. 9:00 a.m.-12:00 p.m.,MEZ 1.306 EER 1.524,Face-to-face,"PUPERI, DANIEL",closed,Lower
BME  303L INTRODUCTION TO BME DESIGN,16465,MWF T,12:00 p.m.-1:00 p.m. 9:30 a.m.-12:30 p.m.,MEZ 1.306 EER 1.524,Face-to-face,"PUPERI, DANIEL",closed,Lower
BME  303L INTRODUCTION TO BME DESIGN,16470,MWF TH,12:00 p.m.-1:00 p.m. 9:30 a.m.-12:30 p.m.,MEZ 1.306 EER 1.524,Face-to-face,"PUPERI, DANIEL",closed,Lower
BME  303L INTRODUCTION TO BME DESIGN,16475,MWF F,12:00 p.m.-1:00 p.m. 2:00 p.m.-5:00 p.m.,MEZ 1.306 EER 1.524,Face-to-face,"PUPERI, DANIEL",open; reserved,Lower
BME  303L INTRODUCTION TO BME DESIGN,16480,MWF W,12:00 p.m.-1:00 p.m. 3:00 p.m.-6:00 p.m.,MEZ 1.306 EER 1.524,Face-to-face,"PUPERI, DANIEL",closed,Lower
BME  303L INTRODUCTION TO BME DESIGN,16485,MWF T,12:00 p.m.-1:00 p.m. 3:30 p.m.-6:30 p.m.,MEZ 1.306 EER 1.524,Face-to-face,"PUPERI, DANIEL",closed,Lower
BME  311 NETWORK ANLY IN BIOMED ENGR,16490,MWF,9:00 a.m.-10:00 a.m.,BUR 108,Face-to-face,"HO, THEODORE",open; reserved,Lower
BME  313L INTRO NUMERICAL MTHDS IN BME,16495,MWF TH,11:00 a.m.-12:00 p.m. 12:30 p.m.-3:30 p.m.,BUR 136 ECJ 1.312,Face-to-face,"CASTILLO, EDWARD",closed,Lower
BME  313L INTRO NUMERICAL MTHDS IN BME,16500,MWF W,11:00 a.m.-12:00 p.m. 3:00 p.m.-6:00 p.m.,BUR 136 ECJ 1.312,Face-to-face,"CASTILLO, EDWARD",closed,Lower
BME  313L INTRO NUMERICAL MTHDS IN BME,16505,MWF T,11:00 a.m.-12:00 p.m. 3:30 p.m.-6:30 p.m.,BUR 136 ECJ 1.312,Face-to-face,"CASTILLO, EDWARD",open; reserved,Lower
BME  214L COMPUT FUND OF BME DESIGN,16510,MW T,10:00 a.m.-11:00 a.m. 8:00 a.m.-11:00 a.m.,BUR 108 BME 3.312,Face-to-face,"PUPERI, DANIEL",closed,Lower
BME  214L COMPUT FUND OF BME DESIGN,16515,MW T,10:00 a.m.-11:00 a.m. 12:30 p.m.-3:30 p.m.,BUR 108 BME 3.312,Face-to-face,"PUPERI, DANIEL",closed,Lower
BME  214L COMPUT FUND OF BME DESIGN,16520,MW F,10:00 a.m.-11:00 a.m. 2:00 p.m.-5:00 p.m.,BUR 108 BME 3.312,Face-to-face,"PUPERI, DANIEL",waitlisted,Lower
BME  214L COMPUT FUND OF BME DESIGN,16525,MW TH,10:00 a.m.-11:00 a.m. 3:30 p.m.-6:30 p.m.,BUR 108 BME 3.312,Face-to-face,"PUPERI, DANIEL",open; reserved,Lower
BME  335 ENGR PROBABILITY/STATISTICS,16530,MWF M,2:00 p.m.-3:00 p.m. 3:00 p.m.-4:00 p.m.,BUR 108 GAR 2.112,Face-to-face,"PANPRADIST, NUTTADA",closed,Upper
BME  335 ENGR PROBABILITY/STATISTICS,16535,MWF M,2:00 p.m.-3:00 p.m. 4:00 p.m.-5:00 p.m.,BUR 108 GAR 1.126,Face-to-face,"PANPRADIST, NUTTADA",closed,Upper
